team_id,year,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,team_id_tuple,team_id,year,new_id
8197,2010,70,2,,70,2,1,70,2,70,2,45,1,1,70,2,70,2,70,2,1,"(8197, 2010)",8197,2010,81972010
8197,2011,36,1,,52,1,1,36,1,52,1,52,1,1,51,1,34,1,48,1,1,"(8197, 2011)",8197,2011,81972011
8197,2012,45,1,,48,1,1,48,1,56,1,56,1,1,48,1,52,1,54,1,1,"(8197, 2012)",8197,2012,81972012
8197,2013,45,1,,48,1,1,48,1,56,1,56,1,1,48,1,52,1,54,1,1,"(8197, 2013)",8197,2013,81972013
8197,2014,63,1,36.0,48,1,1,47,1,62,1,69,2,1,58,1,62,1,54,1,1,"(8197, 2014)",8197,2014,81972014
8197,2015,63,1,41.0,60,1,1,47,1,64,1,46,1,1,58,1,65,1,55,1,1,"(8197, 2015)",8197,2015,81972015
8203,2010,65,1,,60,1,1,50,1,40,1,50,1,1,60,1,70,2,60,1,1,"(8203, 2010)",8203,2010,82032010
8203,2011,67,2,,57,1,1,47,1,47,1,52,1,1,48,1,61,1,48,1,1,"(8203, 2011)",8203,2011,82032011
8203,2012,52,1,,54,1,1,47,1,53,1,50,1,1,52,1,60,1,48,1,1,"(8203, 2012)",8203,2012,82032012
8203,2013,52,1,,33,0,1,47,1,53,1,50,1,0,42,1,60,1,52,1,1,"(8203, 2013)",8203,2013,82032013
8203,2014,52,1,42.0,40,1,1,47,1,53,1,50,1,1,42,1,51,1,52,1,1,"(8203, 2014)",8203,2014,82032014
8203,2015,52,1,42.0,40,1,1,47,1,53,1,50,1,1,42,1,51,1,52,1,1,"(8203, 2015)",8203,2015,82032015
8226,2010,70,2,,30,0,1,70,2,55,1,55,1,1,65,1,70,2,65,1,0,"(8226, 2010)",8226,2010,82262010
8226,2011,75,2,,35,1,1,72,2,51,1,68,2,0,68,2,50,1,52,1,1,"(8226, 2011)",8226,2011,82262011
8226,2012,61,1,,53,1,1,42,1,62,1,54,1,1,47,1,59,1,40,1,1,"(8226, 2012)",8226,2012,82262012
8226,2013,32,0,,53,1,1,36,1,62,1,64,1,1,47,1,52,1,45,1,1,"(8226, 2013)",8226,2013,82262013
8226,2014,68,2,49.0,63,1,1,68,2,38,1,55,1,0,56,1,57,1,54,1,1,"(8226, 2014)",8226,2014,82262014
8226,2015,69,2,49.0,53,1,1,66,1,62,1,59,1,1,63,1,61,1,38,1,1,"(8226, 2015)",8226,2015,82262015
8234,2011,47,1,,54,1,1,54,1,51,1,46,1,1,37,1,50,1,53,1,1,"(8234, 2011)",8234,2011,82342011
8234,2012,55,1,,46,1,1,47,1,53,1,51,1,1,33,0,42,1,49,1,1,"(8234, 2012)",8234,2012,82342012
8234,2013,55,1,,46,1,1,47,1,53,1,51,1,1,33,0,42,1,49,1,1,"(8234, 2013)",8234,2013,82342013
8234,2014,54,1,59.0,47,1,1,53,1,33,0,52,1,1,42,1,36,1,49,1,1,"(8234, 2014)",8234,2014,82342014
8234,2015,55,1,51.0,46,1,1,47,1,53,1,51,1,1,37,1,48,1,49,1,1,"(8234, 2015)",8234,2015,82342015
8242,2010,30,0,,45,1,1,45,1,40,1,70,2,1,70,2,70,2,65,1,1,"(8242, 2010)",8242,2010,82422010
8244,2011,63,1,,48,1,1,48,1,68,2,53,1,1,37,1,58,1,63,1,1,"(8244, 2011)",8244,2011,82442011
8244,2012,66,1,,72,2,1,70,2,61,1,54,1,1,32,0,32,0,62,1,1,"(8244, 2012)",8244,2012,82442012
8244,2013,66,1,,59,1,1,43,1,61,1,54,1,1,32,0,43,1,46,1,1,"(8244, 2013)",8244,2013,82442013
8244,2014,66,1,52.0,72,2,1,66,1,67,2,51,1,1,36,1,38,1,65,1,1,"(8244, 2014)",8244,2014,82442014
8245,2010,30,0,,45,1,1,45,1,35,1,70,2,1,50,1,70,2,50,1,1,"(8245, 2010)",8245,2010,82452010
8245,2011,67,2,,66,1,1,49,1,49,1,69,2,1,57,1,48,1,67,2,1,"(8245, 2011)",8245,2011,82452011
8245,2012,75,2,,62,1,1,48,1,53,1,68,2,1,58,1,43,1,65,1,1,"(8245, 2012)",8245,2012,82452012
8245,2013,70,2,,50,1,1,48,1,53,1,68,2,1,58,1,43,1,60,1,1,"(8245, 2013)",8245,2013,82452013
8245,2014,73,2,69.0,50,1,1,64,1,53,1,36,1,1,30,0,43,1,62,1,1,"(8245, 2014)",8245,2014,82452014
8245,2015,59,1,69.0,50,1,1,64,1,53,1,36,1,1,30,0,43,1,62,1,1,"(8245, 2015)",8245,2015,82452015
8262,2015,59,1,43.0,77,2,1,52,1,77,2,45,1,1,32,0,56,1,41,1,1,"(8262, 2015)",8262,2015,82622015
8277,2010,35,1,,35,1,1,40,1,50,1,60,1,1,30,0,30,0,30,0,1,"(8277, 2010)",8277,2010,82772010
8277,2011,33,0,,50,1,1,68,2,51,1,54,1,1,55,1,60,1,64,1,1,"(8277, 2011)",8277,2011,82772011
8277,2012,37,1,,30,0,1,57,1,42,1,56,1,1,42,1,54,1,48,1,1,"(8277, 2012)",8277,2012,82772012
8277,2013,37,1,,39,1,1,52,1,42,1,62,1,1,42,1,45,1,48,1,1,"(8277, 2013)",8277,2013,82772013
8277,2014,53,1,55.0,32,0,1,53,1,54,1,56,1,1,42,1,54,1,62,1,1,"(8277, 2014)",8277,2014,82772014
8277,2015,57,1,40.0,48,1,0,53,1,37,1,71,2,0,60,1,58,1,62,1,1,"(8277, 2015)",8277,2015,82772015
8284,2013,50,1,,49,1,1,38,1,60,1,53,1,1,48,1,47,1,59,1,1,"(8284, 2013)",8284,2013,82842013
8284,2015,47,1,47.0,48,1,1,32,0,61,1,65,1,1,50,1,44,1,52,1,1,"(8284, 2015)",8284,2015,82842015
8295,2010,70,2,,35,1,1,70,2,65,1,70,2,1,65,1,40,1,65,1,1,"(8295, 2010)",8295,2010,82952010
8295,2011,53,1,,55,1,1,71,2,56,1,56,1,1,52,1,46,1,47,1,1,"(8295, 2011)",8295,2011,82952011
8295,2012,54,1,,47,1,1,53,1,44,1,49,1,1,34,1,46,1,39,1,1,"(8295, 2012)",8295,2012,82952012
8295,2014,56,1,55.0,53,1,1,53,1,46,1,49,1,1,32,0,46,1,37,1,1,"(8295, 2014)",8295,2014,82952014
8295,2015,54,1,52.0,47,1,1,53,1,44,1,49,1,1,34,1,46,1,39,1,1,"(8295, 2015)",8295,2015,82952015
8302,2010,30,0,,30,0,0,70,2,60,1,70,2,0,60,1,70,2,65,1,0,"(8302, 2010)",8302,2010,83022010
8302,2011,68,2,,58,1,0,68,2,67,2,71,2,0,57,1,58,1,68,2,1,"(8302, 2011)",8302,2011,83022011
8302,2012,61,1,,65,1,1,53,1,57,1,38,1,1,38,1,49,1,55,1,1,"(8302, 2012)",8302,2012,83022012
8302,2013,65,1,,65,1,1,53,1,57,1,38,1,1,38,1,49,1,55,1,1,"(8302, 2013)",8302,2013,83022013
8302,2014,65,1,53.0,65,1,1,53,1,57,1,38,1,1,38,1,49,1,55,1,1,"(8302, 2014)",8302,2014,83022014
8302,2015,53,1,53.0,53,1,1,53,1,52,1,60,1,1,42,1,48,1,59,1,1,"(8302, 2015)",8302,2015,83022015
8305,2010,30,0,,35,1,1,35,1,50,1,70,2,0,40,1,30,0,50,1,0,"(8305, 2010)",8305,2010,83052010
8305,2011,54,1,,45,1,1,38,1,54,1,57,1,1,59,1,39,1,66,1,1,"(8305, 2011)",8305,2011,83052011
8305,2012,25,0,,40,1,1,58,1,42,1,52,1,1,49,1,45,1,47,1,1,"(8305, 2012)",8305,2012,83052012
8305,2013,29,0,,40,1,1,58,1,42,1,52,1,1,49,1,45,1,47,1,1,"(8305, 2013)",8305,2013,83052013
8305,2014,35,1,42.0,40,1,1,58,1,42,1,52,1,1,49,1,45,1,47,1,1,"(8305, 2014)",8305,2014,83052014
8305,2015,34,1,41.0,38,1,1,55,1,39,1,49,1,1,43,1,42,1,49,1,1,"(8305, 2015)",8305,2015,83052015
8306,2010,30,0,,30,0,1,45,1,40,1,70,2,1,35,1,45,1,45,1,0,"(8306, 2010)",8306,2010,83062010
8306,2011,54,1,,56,1,1,67,2,61,1,59,1,1,48,1,56,1,67,2,1,"(8306, 2011)",8306,2011,83062011
8306,2012,48,1,,44,1,1,53,1,42,1,53,1,1,53,1,39,1,57,1,1,"(8306, 2012)",8306,2012,83062012
8306,2013,48,1,,44,1,1,53,1,42,1,53,1,1,53,1,39,1,57,1,1,"(8306, 2013)",8306,2013,83062013
8306,2014,48,1,55.0,44,1,1,53,1,42,1,53,1,1,53,1,39,1,57,1,1,"(8306, 2014)",8306,2014,83062014
8306,2015,48,1,55.0,44,1,1,53,1,42,1,53,1,1,53,1,39,1,57,1,1,"(8306, 2015)",8306,2015,83062015
8315,2010,60,1,,45,1,1,35,1,70,2,55,1,1,30,0,70,2,35,1,1,"(8315, 2010)",8315,2010,83152010
8315,2011,70,2,,69,2,1,55,1,72,2,57,1,1,48,1,67,2,55,1,1,"(8315, 2011)",8315,2011,83152011
8315,2012,42,1,,59,1,1,36,1,78,2,59,1,1,37,1,60,1,68,2,1,"(8315, 2012)",8315,2012,83152012
8315,2013,46,1,,38,1,1,52,1,73,2,37,1,0,37,1,60,1,68,2,1,"(8315, 2013)",8315,2013,83152013
8315,2014,46,1,41.0,38,1,1,52,1,68,2,37,1,1,37,1,60,1,65,1,1,"(8315, 2014)",8315,2014,83152014
8315,2015,46,1,46.0,39,1,1,50,1,60,1,36,1,0,49,1,57,1,50,1,1,"(8315, 2015)",8315,2015,83152015
8322,2010,30,0,,45,1,1,45,1,35,1,70,2,1,65,1,70,2,70,2,1,"(8322, 2010)",8322,2010,83222010
8322,2011,46,1,,37,1,1,33,0,62,1,52,1,1,47,1,48,1,45,1,1,"(8322, 2011)",8322,2011,83222011
8342,2010,35,1,,40,1,1,45,1,50,1,45,1,1,60,1,70,2,70,2,1,"(8342, 2010)",8342,2010,83422010
8342,2011,67,2,,47,1,0,68,2,49,1,53,1,0,57,1,44,1,47,1,1,"(8342, 2011)",8342,2011,83422011
8342,2012,64,1,,54,1,1,48,1,61,1,47,1,1,60,1,50,1,52,1,1,"(8342, 2012)",8342,2012,83422012
8342,2013,45,1,,48,1,1,48,1,61,1,47,1,1,43,1,59,1,45,1,1,"(8342, 2013)",8342,2013,83422013
8342,2014,42,1,52.0,45,1,1,42,1,57,1,47,1,1,51,1,50,1,57,1,1,"(8342, 2014)",8342,2014,83422014
8342,2015,42,1,52.0,45,1,1,42,1,57,1,47,1,1,51,1,50,1,57,1,1,"(8342, 2015)",8342,2015,83422015
8344,2010,65,1,,70,2,1,70,2,70,2,70,2,1,70,2,70,2,70,2,1,"(8344, 2010)",8344,2010,83442010
8344,2011,67,2,,49,1,1,67,2,67,2,48,1,1,46,1,47,1,53,1,1,"(8344, 2011)",8344,2011,83442011
8344,2012,60,1,,64,1,1,54,1,46,1,54,1,1,47,1,43,1,56,1,1,"(8344, 2012)",8344,2012,83442012
8344,2013,60,1,,69,2,1,54,1,59,1,62,1,1,47,1,43,1,56,1,1,"(8344, 2013)",8344,2013,83442013
8344,2014,60,1,29.0,54,1,1,52,1,46,1,41,1,1,33,0,41,1,39,1,1,"(8344, 2014)",8344,2014,83442014
8344,2015,60,1,41.0,67,2,1,52,1,56,1,46,1,1,33,0,41,1,39,1,1,"(8344, 2015)",8344,2015,83442015
8348,2013,38,1,,43,1,1,51,1,54,1,39,1,1,44,1,46,1,48,1,1,"(8348, 2013)",8348,2013,83482013
8348,2015,38,1,58.0,43,1,1,51,1,54,1,39,1,1,44,1,46,1,48,1,1,"(8348, 2015)",8348,2015,83482015
8350,2010,45,1,,55,1,1,45,1,70,2,70,2,1,70,2,70,2,70,2,1,"(8350, 2010)",8350,2010,83502010
8350,2011,48,1,,42,1,1,49,1,68,2,53,1,1,38,1,48,1,53,1,1,"(8350, 2011)",8350,2011,83502011
8350,2012,38,1,,54,1,1,43,1,49,1,64,1,1,37,1,51,1,53,1,1,"(8350, 2012)",8350,2012,83502012
8350,2013,61,1,,54,1,1,43,1,62,1,56,1,1,48,1,50,1,53,1,1,"(8350, 2013)",8350,2013,83502013
8350,2014,66,1,48.0,53,1,1,54,1,69,2,51,1,1,47,1,47,1,49,1,1,"(8350, 2014)",8350,2014,83502014
8350,2015,49,1,54.0,52,1,1,49,1,54,1,64,1,1,41,1,51,1,53,1,1,"(8350, 2015)",8350,2015,83502015
8357,2010,55,1,,45,1,1,30,0,70,2,70,2,1,40,1,55,1,60,1,1,"(8357, 2010)",8357,2010,83572010
8357,2011,59,1,,40,1,1,56,1,54,1,48,1,1,59,1,46,1,53,1,1,"(8357, 2011)",8357,2011,83572011
8357,2012,68,2,,45,1,1,54,1,44,1,43,1,1,48,1,56,1,66,1,1,"(8357, 2012)",8357,2012,83572012
8357,2013,57,1,,53,1,1,54,1,49,1,46,1,1,36,1,56,1,33,0,1,"(8357, 2013)",8357,2013,83572013
8357,2014,66,1,60.0,38,1,1,56,1,40,1,52,1,1,49,1,48,1,62,1,1,"(8357, 2014)",8357,2014,83572014
8357,2015,54,1,60.0,53,1,1,54,1,49,1,46,1,1,48,1,56,1,66,1,1,"(8357, 2015)",8357,2015,83572015
8358,2010,50,1,,30,0,1,30,0,70,2,60,1,1,55,1,50,1,50,1,1,"(8358, 2010)",8358,2010,83582010
8358,2011,50,1,,47,1,1,47,1,41,1,34,1,1,41,1,42,1,50,1,1,"(8358, 2011)",8358,2011,83582011
8358,2012,52,1,,61,1,1,62,1,50,1,42,1,1,30,0,50,1,39,1,1,"(8358, 2012)",8358,2012,83582012
8358,2013,59,1,,38,1,1,55,1,39,1,43,1,0,53,1,62,1,37,1,1,"(8358, 2013)",8358,2013,83582013
8358,2014,39,1,58.0,48,1,1,55,1,33,0,44,1,0,59,1,60,1,39,1,1,"(8358, 2014)",8358,2014,83582014
8358,2015,59,1,54.0,38,1,1,55,1,44,1,45,1,0,53,1,62,1,29,0,1,"(8358, 2015)",8358,2015,83582015
8370,2010,40,1,,30,0,1,35,1,50,1,70,2,1,30,0,50,1,40,1,0,"(8370, 2010)",8370,2010,83702010
8370,2011,53,1,,55,1,1,44,1,56,1,61,1,1,58,1,52,1,68,2,1,"(8370, 2011)",8370,2011,83702011
8370,2012,41,1,,44,1,1,44,1,44,1,47,1,1,63,1,51,1,59,1,1,"(8370, 2012)",8370,2012,83702012
8370,2013,45,1,,44,1,0,44,1,44,1,47,1,1,63,1,51,1,59,1,1,"(8370, 2013)",8370,2013,83702013
8370,2014,45,1,52.0,44,1,1,44,1,44,1,47,1,1,63,1,51,1,59,1,1,"(8370, 2014)",8370,2014,83702014
8370,2015,29,0,52.0,44,1,1,44,1,44,1,47,1,1,54,1,52,1,63,1,1,"(8370, 2015)",8370,2015,83702015
8371,2010,35,1,,35,1,1,45,1,65,1,55,1,0,30,0,65,1,55,1,1,"(8371, 2010)",8371,2010,83712010
8371,2011,55,1,,54,1,1,56,1,69,2,68,2,0,48,1,61,1,68,2,1,"(8371, 2011)",8371,2011,83712011
8371,2012,34,1,,52,1,1,55,1,59,1,54,1,1,47,1,52,1,69,2,1,"(8371, 2012)",8371,2012,83712012
8371,2013,38,1,,52,1,1,55,1,59,1,54,1,1,47,1,52,1,69,2,1,"(8371, 2013)",8371,2013,83712013
8371,2014,38,1,53.0,52,1,1,55,1,59,1,54,1,1,47,1,52,1,65,1,1,"(8371, 2014)",8371,2014,83712014
8371,2015,38,1,53.0,52,1,1,55,1,59,1,54,1,1,47,1,52,1,69,2,1,"(8371, 2015)",8371,2015,83712015
8372,2014,62,1,51.0,52,1,1,60,1,55,1,64,1,1,37,1,56,1,49,1,1,"(8372, 2014)",8372,2014,83722014
8372,2015,62,1,51.0,52,1,1,59,1,55,1,52,1,1,37,1,56,1,49,1,1,"(8372, 2015)",8372,2015,83722015
8388,2010,55,1,,40,1,1,50,1,55,1,55,1,1,30,0,55,1,55,1,0,"(8388, 2010)",8388,2010,83882010
8388,2011,71,2,,53,1,1,38,1,53,1,53,1,1,40,1,49,1,55,1,1,"(8388, 2011)",8388,2011,83882011
8388,2012,44,1,,45,1,1,54,1,41,1,57,1,1,50,1,46,1,62,1,1,"(8388, 2012)",8388,2012,83882012
8388,2013,44,1,,45,1,1,54,1,41,1,57,1,1,50,1,46,1,62,1,1,"(8388, 2013)",8388,2013,83882013
8388,2014,44,1,48.0,45,1,1,54,1,41,1,57,1,1,50,1,46,1,62,1,1,"(8388, 2014)",8388,2014,83882014
8388,2015,44,1,48.0,45,1,1,54,1,41,1,57,1,1,50,1,46,1,62,1,1,"(8388, 2015)",8388,2015,83882015
8394,2010,30,0,,30,0,0,50,1,35,1,70,2,1,40,1,30,0,45,1,0,"(8394, 2010)",8394,2010,83942010
8394,2011,43,1,,40,1,1,46,1,38,1,42,1,1,38,1,40,1,53,1,1,"(8394, 2011)",8394,2011,83942011
8394,2012,34,1,,23,0,1,53,1,56,1,57,1,1,51,1,46,1,61,1,1,"(8394, 2012)",8394,2012,83942012
8394,2013,38,1,,23,0,1,53,1,56,1,57,1,1,51,1,46,1,61,1,1,"(8394, 2013)",8394,2013,83942013
8394,2014,38,1,48.0,35,1,1,53,1,56,1,57,1,1,51,1,46,1,61,1,1,"(8394, 2014)",8394,2014,83942014
8394,2015,52,1,52.0,50,1,1,52,1,56,1,57,1,1,48,1,43,1,49,1,1,"(8394, 2015)",8394,2015,83942015
8398,2010,45,1,,55,1,1,30,0,55,1,45,1,1,68,2,70,2,68,2,1,"(8398, 2010)",8398,2010,83982010
8398,2011,64,1,,55,1,1,71,2,38,1,52,1,1,58,1,48,1,40,1,1,"(8398, 2011)",8398,2011,83982011
8398,2012,50,1,,48,1,1,47,1,67,2,53,1,1,57,1,47,1,52,1,1,"(8398, 2012)",8398,2012,83982012
8398,2013,50,1,,48,1,1,47,1,67,2,53,1,1,57,1,47,1,52,1,1,"(8398, 2013)",8398,2013,83982013
8398,2014,39,1,47.0,40,1,1,52,1,67,2,56,1,1,47,1,55,1,52,1,1,"(8398, 2014)",8398,2014,83982014
8406,2010,45,1,,45,1,1,35,1,70,2,70,2,1,45,1,55,1,45,1,1,"(8406, 2010)",8406,2010,84062010
8406,2011,68,2,,40,1,1,52,1,64,1,72,2,1,59,1,49,1,42,1,1,"(8406, 2011)",8406,2011,84062011
8406,2012,55,1,,55,1,1,49,1,57,1,55,1,1,47,1,58,1,56,1,1,"(8406, 2012)",8406,2012,84062012
8406,2013,40,1,,55,1,1,49,1,72,2,53,1,1,33,0,43,1,52,1,1,"(8406, 2013)",8406,2013,84062013
8406,2014,62,1,38.0,69,2,1,41,1,63,1,56,1,1,47,1,55,1,52,1,1,"(8406, 2014)",8406,2014,84062014
8406,2015,59,1,51.0,55,1,1,49,1,62,1,55,1,1,34,1,50,1,59,1,1,"(8406, 2015)",8406,2015,84062015
8426,2014,48,1,50.0,37,1,1,49,1,50,1,52,1,1,47,1,44,1,52,1,1,"(8426, 2014)",8426,2014,84262014
8426,2015,48,1,48.0,47,1,1,47,1,53,1,60,1,1,46,1,46,1,49,1,1,"(8426, 2015)",8426,2015,84262015
8429,2010,70,2,,70,2,1,70,2,70,2,60,1,1,60,1,65,1,70,2,1,"(8429, 2010)",8429,2010,84292010
8429,2011,66,1,,52,1,1,52,1,53,1,34,1,1,46,1,47,1,52,1,1,"(8429, 2011)",8429,2011,84292011
8429,2015,48,1,48.0,47,1,0,73,2,53,1,71,2,1,55,1,48,1,52,1,1,"(8429, 2015)",8429,2015,84292015
8455,2010,70,2,,60,1,0,56,1,70,2,70,2,0,30,0,60,1,35,1,1,"(8455, 2010)",8455,2010,84552010
8455,2011,60,1,,50,1,0,60,1,60,1,80,2,0,35,1,55,1,50,1,1,"(8455, 2011)",8455,2011,84552011
8455,2012,60,1,,45,1,1,55,1,45,1,45,1,1,60,1,62,1,46,1,1,"(8455, 2012)",8455,2012,84552012
8455,2013,46,1,,41,1,1,46,1,61,1,63,1,1,42,1,43,1,46,1,1,"(8455, 2013)",8455,2013,84552013
8455,2014,67,2,52.0,38,1,1,41,1,61,1,68,2,1,39,1,41,1,46,1,1,"(8455, 2014)",8455,2014,84552014
8455,2015,67,2,41.0,36,1,1,41,1,34,1,44,1,1,39,1,41,1,46,1,1,"(8455, 2015)",8455,2015,84552015
8456,2010,70,2,,60,1,1,55,1,70,2,70,2,1,45,1,55,1,45,1,1,"(8456, 2010)",8456,2010,84562010
8456,2011,70,2,,60,1,1,70,2,65,1,75,2,0,65,1,65,1,50,1,1,"(8456, 2011)",8456,2011,84562011
8456,2012,45,1,,55,1,1,40,1,38,1,48,1,0,50,1,60,1,54,1,1,"(8456, 2012)",8456,2012,84562012
8456,2013,36,1,,34,1,1,39,1,44,1,38,1,0,42,1,44,1,54,1,1,"(8456, 2013)",8456,2013,84562013
8456,2014,59,1,35.0,29,0,1,32,0,49,1,62,1,1,42,1,44,1,54,1,1,"(8456, 2014)",8456,2014,84562014
8456,2015,59,1,35.0,29,0,0,38,1,36,1,24,0,0,48,1,47,1,54,1,1,"(8456, 2015)",8456,2015,84562015
8457,2012,55,1,,60,1,1,46,1,68,2,54,1,1,42,1,43,1,63,1,1,"(8457, 2012)",8457,2012,84572012
8460,2010,70,2,,49,1,1,50,1,34,1,55,1,1,30,0,48,1,30,0,1,"(8460, 2010)",8460,2010,84602010
8460,2011,52,1,,48,1,1,49,1,37,1,55,1,1,36,1,48,1,40,1,1,"(8460, 2011)",8460,2011,84602011
8460,2012,67,2,,59,1,1,52,1,48,1,68,2,1,33,0,52,1,53,1,1,"(8460, 2012)",8460,2012,84602012
8460,2013,67,2,,59,1,1,52,1,48,1,68,2,1,40,1,52,1,53,1,1,"(8460, 2013)",8460,2013,84602013
8460,2014,73,2,46.0,55,1,1,52,1,48,1,63,1,1,33,0,55,1,53,1,1,"(8460, 2014)",8460,2014,84602014
8460,2015,67,2,46.0,62,1,1,56,1,48,1,56,1,1,25,0,29,0,54,1,1,"(8460, 2015)",8460,2015,84602015
8462,2010,70,2,,70,2,1,70,2,70,2,55,1,1,40,1,70,2,40,1,1,"(8462, 2010)",8462,2010,84622010
8462,2011,36,1,,48,1,1,48,1,66,1,51,1,1,36,1,44,1,48,1,1,"(8462, 2011)",8462,2011,84622011
8462,2012,64,1,,59,1,1,40,1,42,1,56,1,1,49,1,51,1,44,1,1,"(8462, 2012)",8462,2012,84622012
8462,2013,68,2,,62,1,1,40,1,47,1,56,1,1,49,1,51,1,44,1,1,"(8462, 2013)",8462,2013,84622013
8462,2014,59,1,32.0,57,1,1,49,1,47,1,53,1,1,39,1,40,1,44,1,1,"(8462, 2014)",8462,2014,84622014
8462,2015,59,1,32.0,57,1,1,49,1,47,1,53,1,1,39,1,40,1,44,1,1,"(8462, 2015)",8462,2015,84622015
8464,2010,32,0,,30,0,1,35,1,40,1,60,1,1,30,0,30,0,30,0,1,"(8464, 2010)",8464,2010,84642010
8464,2011,47,1,,46,1,0,48,1,78,2,32,0,1,33,0,54,1,31,0,1,"(8464, 2011)",8464,2011,84642011
8464,2012,46,1,,38,1,1,39,1,55,1,50,1,1,45,1,48,1,53,1,1,"(8464, 2012)",8464,2012,84642012
8464,2013,46,1,,41,1,1,52,1,37,1,57,1,1,45,1,48,1,53,1,1,"(8464, 2013)",8464,2013,84642013
8464,2014,49,1,42.0,59,1,1,52,1,49,1,55,1,1,40,1,48,1,53,1,1,"(8464, 2014)",8464,2014,84642014
8466,2010,70,2,,55,1,1,70,2,70,2,65,1,1,70,2,70,2,70,2,1,"(8466, 2010)",8466,2010,84662010
8466,2011,52,1,,37,1,1,48,1,49,1,47,1,1,43,1,43,1,48,1,1,"(8466, 2011)",8466,2011,84662011
8466,2012,47,1,,52,1,1,54,1,56,1,60,1,1,48,1,52,1,44,1,1,"(8466, 2012)",8466,2012,84662012
8466,2013,47,1,,38,1,1,52,1,56,1,58,1,0,57,1,63,1,44,1,1,"(8466, 2013)",8466,2013,84662013
8466,2014,47,1,41.0,40,1,1,42,1,56,1,51,1,0,62,1,64,1,44,1,1,"(8466, 2014)",8466,2014,84662014
8466,2015,52,1,31.0,46,1,1,42,1,54,1,30,0,1,50,1,65,1,44,1,1,"(8466, 2015)",8466,2015,84662015
8467,2010,70,2,,50,1,1,50,1,50,1,50,1,1,30,0,70,2,30,0,1,"(8467, 2010)",8467,2010,84672010
8467,2011,67,2,,48,1,1,47,1,47,1,54,1,1,33,0,47,1,37,1,1,"(8467, 2011)",8467,2011,84672011
8467,2012,57,1,,57,1,1,46,1,48,1,38,1,1,42,1,38,1,52,1,1,"(8467, 2012)",8467,2012,84672012
8467,2013,60,1,,58,1,1,48,1,49,1,38,1,1,44,1,42,1,56,1,1,"(8467, 2013)",8467,2013,84672013
8467,2014,56,1,48.0,57,1,1,47,1,49,1,40,1,1,40,1,40,1,52,1,1,"(8467, 2014)",8467,2014,84672014
8467,2015,62,1,52.0,48,1,1,47,1,49,1,40,1,1,37,1,48,1,55,1,1,"(8467, 2015)",8467,2015,84672015
8472,2010,60,1,,70,2,1,70,2,70,2,55,1,1,35,1,70,2,35,1,1,"(8472, 2010)",8472,2010,84722010
8472,2011,55,1,,55,1,1,55,1,65,1,55,1,1,45,1,55,1,65,1,1,"(8472, 2011)",8472,2011,84722011
8472,2012,67,2,,62,1,1,44,1,72,2,59,1,1,47,1,53,1,60,1,1,"(8472, 2012)",8472,2012,84722012
8472,2013,57,1,,66,1,1,56,1,31,0,72,2,1,47,1,52,1,49,1,1,"(8472, 2013)",8472,2013,84722013
8472,2014,60,1,33.0,61,1,1,56,1,44,1,58,1,1,41,1,38,1,53,1,1,"(8472, 2014)",8472,2014,84722014
8472,2015,43,1,43.0,51,1,1,59,1,50,1,55,1,1,47,1,45,1,49,1,1,"(8472, 2015)",8472,2015,84722015
8475,2013,62,1,,53,1,1,50,1,30,0,54,1,0,30,0,49,1,35,1,1,"(8475, 2013)",8475,2013,84752013
8475,2014,38,1,45.0,39,1,1,29,0,30,0,39,1,1,25,0,37,1,35,1,1,"(8475, 2014)",8475,2014,84752014
8475,2015,38,1,45.0,49,1,1,45,1,42,1,53,1,1,27,0,32,0,35,1,1,"(8475, 2015)",8475,2015,84752015
8479,2010,50,1,,40,1,1,40,1,40,1,50,1,1,35,1,55,1,40,1,1,"(8479, 2010)",8479,2010,84792010
8479,2011,45,1,,58,1,1,41,1,42,1,52,1,1,39,1,39,1,66,1,1,"(8479, 2011)",8479,2011,84792011
8479,2012,41,1,,54,1,1,67,2,50,1,23,0,1,40,1,49,1,62,1,1,"(8479, 2012)",8479,2012,84792012
8479,2013,41,1,,54,1,1,45,1,50,1,23,0,1,40,1,49,1,62,1,1,"(8479, 2013)",8479,2013,84792013
8479,2014,41,1,53.0,54,1,1,45,1,50,1,35,1,1,40,1,49,1,62,1,1,"(8479, 2014)",8479,2014,84792014
8479,2015,37,1,38.0,43,1,1,30,0,42,1,37,1,1,40,1,49,1,54,1,1,"(8479, 2015)",8479,2015,84792015
8481,2010,65,1,,40,1,1,60,1,70,2,30,0,1,70,2,70,2,70,2,1,"(8481, 2010)",8481,2010,84812010
8481,2011,35,1,,35,1,1,35,1,65,1,35,1,1,35,1,55,1,50,1,1,"(8481, 2011)",8481,2011,84812011
8481,2012,49,1,,49,1,1,52,1,53,1,67,2,1,43,1,46,1,50,1,1,"(8481, 2012)",8481,2012,84812012
